Campaign_ID,Send_Date,Emails_Sent,Emails_Delivered,Unique_Opens,Open_Rate,Total_Clicks,Unique_Clicks,Click_Rate,CTR,Bounces,Bounce_Rate,Unsubscribes,Unsubscribe_Rate,Spam_Complaints,Spam_Rate,Conversions,Conversion_Rate,Revenue,Revenue_Per_Recipient,Audience_ID,Platform
CAM0254,18-08-2024,19158,16866,9549,56.62,526,237,1.41,3.12,2292,11.9637,482,2.8578,39,0.2312,679,4.0259,13357.29,0.791965,AUD0041,Sendgrid
CAM0155,19-06-2024,9270,8734,4564,52.26,1523,613,7.02,17.44,536,5.7821,42,0.4809,68,0.7786,60,0.687,84.9,0.009721,AUD0005,Mailchimp
CAM0089,13-11-2024,23319,20050,5683,28.34,700,320,1.6,3.49,3269,14.0186,355,1.7706,3,0.015,123,0.6135,616.83,0.030765,AUD0171,Mailchimp
CAM0110,08-11-2024,86394,82480,35602,43.16,9873,3981,4.83,11.97,3914,4.5304,2357,2.8577,596,0.7226,3370,4.0858,52030.76,0.630829,AUD0054,Mailchimp
CAM0213,24-09-2024,20096,18317,3118,17.02,318,116,0.63,1.74,1779,8.8525,434,2.3694,114,0.6224,109,0.5951,267.87,0.014624,AUD0207,HubSpot
CAM0239,13-09-2024,44465,40757,15513,38.06,8183,2891,7.09,20.08,3708,8.3391,457,1.1213,156,0.3828,1472,3.6116,13380.24,0.328293,AUD0088,HubSpot
CAM0185,24-08-2024,71368,58901,23753,40.33,14130,5435,9.23,23.99,12467,17.4686,532,0.9032,404,0.6859,2119,3.5976,5127.7,0.087056,AUD0070,HubSpot
CAM0073,14-04-2024,9111,8473,1211,14.29,312,149,1.76,3.68,638,7.0025,105,1.2392,100,1.1802,312,3.6823,2105.53,0.248499,AUD0148,Sendgrid
CAM0145,10-05-2024,38644,34872,11469,32.89,832,519,1.49,2.39,3772,9.7609,21,0.0602,329,0.9435,189,0.542,1735.16,0.049758,AUD0241,Sendgrid
CAM0207,12-11-2024,7061,5831,1307,22.41,115,95,1.63,1.97,1230,17.4196,42,0.7203,34,0.5831,20,0.343,280.66,0.048132,AUD0074,Sendgrid
CAM0153,09-11-2024,24152,24023,12168,50.65,1658,581,2.42,6.9,129,0.5341,30,0.1249,345,1.4361,122,0.5078,2068.38,0.0861,AUD0049,Klaviyo
CAM0232,08-12-2024,24261,21313,8332,39.09,581,314,1.47,2.73,2948,12.1512,114,0.5349,297,1.3935,860,4.0351,585.34,0.027464,AUD0013,Klaviyo
CAM0260,22-12-2024,7099,5897,2968,50.33,387,210,3.56,6.56,1202,16.932,173,2.9337,40,0.6783,42,0.7122,327.36,0.055513,AUD0225,Mailchimp
CAM0060,17-09-2024,21282,19227,2481,12.9,360,200,1.04,1.87,2055,9.656,459,2.3873,287,1.4927,566,2.9438,10044.99,0.522442,AUD0053,Sendgrid
CAM0225,12-07-2024,16251,15805,5634,35.65,426,292,1.85,2.7,446,2.7444,221,1.3983,225,1.4236,107,0.677,67.54,0.004273,AUD0086,Klaviyo
CAM0187,18-11-2024,25839,23926,2322,9.7,2263,1935,8.09,9.46,1913,7.4035,342,1.4294,112,0.4681,114,0.4765,150.42,0.006287,AUD0200,Sendgrid
CAM0059,20-06-2024,33150,31991,11884,37.15,2278,1301,4.07,7.12,1159,3.4962,197,0.6158,198,0.6189,219,0.6846,1192.09,0.037263,AUD0108,Klaviyo
CAM0209,24-10-2024,13254,10975,3443,31.37,804,376,3.43,7.33,2279,17.1948,309,2.8155,69,0.6287,350,3.1891,4063.85,0.370282,AUD0031,HubSpot
CAM0162,08-01-2024,66825,54495,28775,52.8,7879,5223,9.58,14.46,12330,18.4512,96,0.1762,118,0.2165,404,0.7414,3613.72,0.066313,AUD0246,Klaviyo
CAM0164,08-11-2024,43940,40149,15370,38.28,5176,2430,6.05,12.89,3791,8.6277,644,1.604,255,0.6351,1649,4.1072,11657.73,0.290362,AUD0075,Salesforce
CAM0282,02-04-2024,43820,37327,10329,27.67,862,683,1.83,2.31,6493,14.8174,446,1.1948,294,0.7876,279,0.7474,5340.13,0.143063,AUD0148,HubSpot
CAM0137,18-11-2024,25426,24651,9578,38.85,3346,1515,6.15,13.57,775,3.0481,702,2.8478,192,0.7789,1028,4.1702,3288.21,0.133391,AUD0029,HubSpot
CAM0186,12-09-2024,43199,40042,13200,32.97,4914,2025,5.06,12.27,3157,7.308,56,0.1399,335,0.8366,166,0.4146,3041.82,0.075966,AUD0102,Klaviyo
CAM0160,09-07-2024,72390,68416,33968,49.65,7153,5308,7.76,10.46,3974,5.4897,1463,2.1384,254,0.3713,237,0.3464,1000.86,0.014629,AUD0040,Salesforce
CAM0086,20-02-2024,3264,3108,1715,55.18,608,274,8.82,19.56,156,4.7794,74,2.381,6,0.1931,10,0.3218,127.84,0.041133,AUD0048,Salesforce
CAM0077,04-09-2024,46061,44458,8123,18.27,1846,666,1.5,4.15,1603,3.4802,414,0.9312,254,0.5713,192,0.4319,1554.76,0.034971,AUD0224,Mailchimp
CAM0101,14-12-2024,10632,9730,3263,33.54,1152,734,7.54,11.84,902,8.4838,258,2.6516,45,0.4625,437,4.4913,5835.27,0.599719,AUD0247,Salesforce
CAM0199,06-09-2024,115838,105546,13434,12.73,16600,9049,8.57,15.73,10292,8.8848,2074,1.965,780,0.739,2658,2.5183,1559.02,0.014771,AUD0043,Salesforce
CAM0068,28-06-2024,32518,29398,9340,31.77,766,553,1.88,2.61,3120,9.5947,69,0.2347,102,0.347,182,0.6191,806.61,0.027438,AUD0182,Salesforce
CAM0286,25-03-2024,13455,11315,2176,19.23,1388,747,6.6,12.27,2140,15.9049,106,0.9368,125,1.1047,53,0.4684,105.65,0.009337,AUD0145,HubSpot
CAM0291,19-09-2024,3566,3042,1178,38.72,646,222,7.3,21.24,524,14.6943,64,2.1039,44,1.4464,71,2.334,1275.55,0.419313,AUD0137,Mailchimp
CAM0291,04-09-2024,8964,7725,1836,23.77,805,604,7.82,10.42,1239,13.822,15,0.1942,56,0.7249,265,3.4304,4528.56,0.586221,AUD0052,Mailchimp
CAM0012,03-08-2024,3003,2835,432,15.24,226,99,3.49,7.97,168,5.5944,62,2.1869,7,0.2469,68,2.3986,379.99,0.134035,AUD0094,HubSpot
CAM0043,27-02-2024,11389,10102,960,9.5,2028,747,7.39,20.08,1287,11.3004,237,2.3461,62,0.6137,228,2.257,1262.43,0.124968,AUD0084,Mailchimp
CAM0123,19-05-2024,30177,29450,11972,40.65,5332,2219,7.53,18.11,727,2.4091,774,2.6282,205,0.6961,137,0.4652,1202.5,0.040832,AUD0104,Salesforce
CAM0158,15-05-2024,27455,25485,10012,39.29,4640,2135,8.38,18.21,1970,7.1754,112,0.4395,24,0.0942,738,2.8958,14680.08,0.576028,AUD0139,Salesforce
CAM0072,16-05-2024,3974,3508,673,19.18,221,181,5.16,6.3,466,11.7262,30,0.8552,50,1.4253,109,3.1072,235.57,0.067152,AUD0109,Sendgrid
CAM0106,26-03-2024,3120,2694,1565,58.09,36,17,0.63,1.34,426,13.6538,5,0.1856,27,1.0022,18,0.6682,161.64,0.06,AUD0220,Mailchimp
CAM0170,15-08-2024,1191,978,170,17.38,215,79,8.08,21.98,213,17.8841,16,1.636,7,0.7157,42,4.2945,363.3,0.371472,AUD0220,Mailchimp
CAM0054,07-08-2024,50177,48287,9813,20.32,1249,710,1.47,2.59,1890,3.7667,214,0.4432,547,1.1328,186,0.3852,3045.72,0.063075,AUD0203,Klaviyo
CAM0176,13-08-2024,56500,52732,6357,12.06,1332,946,1.79,2.53,3768,6.669,950,1.8016,156,0.2958,1776,3.368,34828.66,0.660484,AUD0147,Mailchimp
CAM0268,27-01-2024,119010,109563,64114,58.52,9487,7278,6.64,8.66,9447,7.938,796,0.7265,1298,1.1847,1991,1.8172,32085.13,0.292846,AUD0162,Sendgrid
CAM0279,12-07-2024,51099,42302,23455,55.45,988,539,1.27,2.34,8797,17.2156,748,1.7682,204,0.4822,1502,3.5507,13108.27,0.309874,AUD0059,Mailchimp
CAM0200,27-05-2024,3359,3264,1412,43.26,594,251,7.69,18.2,95,2.8282,62,1.8995,13,0.3983,125,3.8297,165.39,0.050671,AUD0086,Sendgrid
CAM0037,29-06-2024,36487,32803,13254,40.4,3875,3093,9.43,11.81,3684,10.0967,182,0.5548,16,0.0488,208,0.6341,154.88,0.004722,AUD0191,Salesforce
CAM0096,29-02-2024,23591,19285,6151,31.9,2658,1430,7.42,13.78,4306,18.2527,559,2.8986,190,0.9852,545,2.826,4665.65,0.241932,AUD0113,HubSpot
CAM0180,15-05-2024,49518,42912,11979,27.92,4569,3360,7.83,10.65,6606,13.3406,771,1.7967,597,1.3912,1414,3.2951,27745.01,0.646556,AUD0157,HubSpot
CAM0064,24-11-2024,11175,9797,5307,54.17,125,55,0.56,1.28,1378,12.3311,87,0.888,141,1.4392,386,3.94,6894.43,0.703729,AUD0196,Sendgrid
CAM0252,30-09-2024,59472,46817,20731,44.28,8605,3676,7.85,18.38,12655,21.2789,1190,2.5418,634,1.3542,1632,3.4859,18355.33,0.392065,AUD0152,Mailchimp
CAM0077,20-07-2024,93429,88953,42821,48.14,12804,7960,8.95,14.39,4476,4.7908,2552,2.8689,104,0.1169,664,0.7465,4962.09,0.055783,AUD0172,Mailchimp
CAM0101,18-09-2024,39523,35853,19407,54.13,2056,1167,3.25,5.73,3670,9.2857,909,2.5354,206,0.5746,980,2.7334,7268.88,0.202741,AUD0214,Salesforce
CAM0121,04-01-2024,7726,6392,2750,43.02,987,399,6.24,15.44,1334,17.2664,182,2.8473,32,0.5006,152,2.378,1613.96,0.252497,AUD0027,Salesforce
CAM0027,22-09-2024,66553,60832,13100,21.53,10841,5016,8.25,17.82,5721,8.5962,1799,2.9573,744,1.223,1108,1.8214,18521.46,0.304469,AUD0023,Sendgrid
CAM0298,24-01-2024,42167,40750,8687,21.32,2447,835,2.05,6,1417,3.3604,987,2.4221,123,0.3018,303,0.7436,5614.35,0.137775,AUD0231,Mailchimp
CAM0141,20-01-2024,7408,6850,3945,57.59,941,340,4.96,13.74,558,7.5324,104,1.5182,30,0.438,42,0.6131,308.76,0.045074,AUD0094,HubSpot
CAM0258,05-04-2024,35504,33744,17726,52.53,212,191,0.57,0.63,1760,4.9572,682,2.0211,237,0.7023,871,2.5812,11127.2,0.329753,AUD0035,HubSpot
CAM0281,09-04-2024,6707,5443,2255,41.43,683,495,9.09,12.55,1264,18.846,108,1.9842,47,0.8635,31,0.5695,342.45,0.062916,AUD0029,Sendgrid
CAM0116,24-09-2024,4383,3703,1055,28.49,318,174,4.7,8.59,680,15.5145,34,0.9182,50,1.3503,13,0.3511,34.1,0.009209,AUD0201,Sendgrid
CAM0236,01-07-2024,10691,10172,4057,39.88,823,544,5.35,8.09,519,4.8546,153,1.5041,141,1.3862,428,4.2076,6056.75,0.595434,AUD0018,Sendgrid
CAM0203,12-03-2024,61430,57679,28909,50.12,13292,5057,8.77,23.04,3751,6.1061,880,1.5257,724,1.2552,259,0.449,2432.4,0.042171,AUD0135,HubSpot
CAM0080,01-11-2024,2611,2064,595,28.83,147,90,4.36,7.12,547,20.9498,17,0.8236,17,0.8236,57,2.7616,276.73,0.134075,AUD0163,Mailchimp
CAM0129,25-02-2024,32756,27545,10097,36.66,2985,1256,4.56,10.84,5211,15.9085,181,0.6571,106,0.3848,192,0.697,3537.13,0.128413,AUD0227,Salesforce
CAM0186,02-07-2024,1494,1182,322,27.24,126,48,4.06,10.66,312,20.8835,15,1.269,3,0.2538,4,0.3384,63.92,0.054078,AUD0013,Klaviyo
CAM0016,25-01-2024,14041,12474,6502,52.12,1553,518,4.15,12.45,1567,11.1602,356,2.8539,144,1.1544,91,0.7295,1006.48,0.080686,AUD0181,Sendgrid
CAM0300,16-10-2024,36110,29015,4237,14.6,1142,781,2.69,3.94,7095,19.6483,30,0.1034,76,0.2619,159,0.548,1422.44,0.049024,AUD0205,Salesforce
CAM0147,02-01-2024,3536,3304,1143,34.59,491,167,5.05,14.86,232,6.5611,91,2.7542,24,0.7264,24,0.7264,105.16,0.031828,AUD0200,HubSpot
CAM0092,23-08-2024,6620,6008,1325,22.05,892,490,8.16,14.85,612,9.2447,45,0.749,24,0.3995,31,0.516,239.24,0.03982,AUD0199,HubSpot
CAM0009,15-10-2024,30692,26256,6315,24.05,2679,2042,7.78,10.2,4436,14.4533,50,0.1904,169,0.6437,761,2.8984,2666.32,0.101551,AUD0095,Sendgrid
CAM0126,09-01-2024,30190,25689,10034,39.06,1808,1056,4.11,7.04,4501,14.9089,414,1.6116,197,0.7669,992,3.8616,19580.18,0.762201,AUD0066,Salesforce
CAM0293,26-05-2024,16844,15701,6006,38.25,3731,1290,8.22,23.76,1143,6.7858,190,1.2101,101,0.6433,82,0.5223,1412.38,0.089955,AUD0244,Salesforce
CAM0290,04-02-2024,21521,18680,7616,40.77,3793,1673,8.96,20.31,2841,13.2011,250,1.3383,207,1.1081,625,3.3458,4475.16,0.23957,AUD0241,Sendgrid
CAM0165,22-05-2024,59465,58177,18533,31.86,6837,3872,6.66,11.75,1288,2.166,1480,2.544,48,0.0825,1100,1.8908,17766.11,0.30538,AUD0013,Sendgrid
CAM0086,05-11-2024,815,665,125,18.8,59,50,7.52,8.87,150,18.4049,9,1.3534,7,1.0526,4,0.6015,79,0.118797,AUD0077,Salesforce
CAM0235,09-05-2024,18147,17935,4350,24.25,1496,669,3.73,8.34,212,1.1682,82,0.4572,101,0.5631,64,0.3568,361.4,0.020151,AUD0224,Mailchimp
CAM0180,20-02-2024,3632,2974,1305,43.88,106,48,1.61,3.56,658,18.1167,87,2.9254,18,0.6052,70,2.3537,1149.67,0.386574,AUD0036,HubSpot
CAM0114,09-05-2024,82382,78248,24132,30.84,9258,5898,7.54,11.83,4134,5.0181,1984,2.5355,777,0.993,2392,3.0569,39153.99,0.500383,AUD0160,Klaviyo
CAM0222,18-08-2024,21789,20117,11282,56.08,4942,1801,8.95,24.57,1672,7.6736,32,0.1591,32,0.1591,774,3.8475,7670.01,0.38127,AUD0059,Mailchimp
CAM0161,07-10-2024,31432,27067,12802,47.3,5200,1854,6.85,19.21,4365,13.8871,98,0.3621,301,1.1121,991,3.6613,14408.9,0.532342,AUD0229,Salesforce
CAM0050,07-04-2024,31913,29786,17481,58.69,405,383,1.29,1.36,2127,6.665,363,1.2187,376,1.2623,191,0.6412,1126.89,0.037833,AUD0191,Klaviyo
CAM0156,16-03-2024,79362,66124,24240,36.66,6251,4980,7.53,9.45,13238,16.6805,417,0.6306,144,0.2178,336,0.5081,5627.2,0.085101,AUD0108,Sendgrid
CAM0222,03-05-2024,13953,13020,4591,35.26,2468,1053,8.09,18.96,933,6.6867,187,1.4363,101,0.7757,550,4.2243,6447.36,0.495189,AUD0249,Mailchimp
CAM0293,14-08-2024,84113,69147,28322,40.96,2847,2387,3.45,4.12,14966,17.7927,1230,1.7788,949,1.3724,458,0.6624,6256.51,0.090481,AUD0129,Salesforce
CAM0010,26-04-2024,3841,3757,1740,46.31,540,282,7.51,14.37,84,2.1869,44,1.1711,14,0.3726,162,4.312,202.57,0.053918,AUD0113,Mailchimp
CAM0043,24-10-2024,33503,31019,16299,52.55,536,513,1.65,1.73,2484,7.4143,421,1.3572,394,1.2702,849,2.737,3235.47,0.104306,AUD0139,Mailchimp
CAM0136,07-06-2024,65150,58018,15723,27.1,1793,951,1.64,3.09,7132,10.947,1234,2.1269,8,0.0138,406,0.6998,5768.64,0.099428,AUD0047,Salesforce
CAM0113,22-05-2024,88420,78484,28132,35.84,6000,2692,3.43,7.64,9936,11.2373,1296,1.6513,1137,1.4487,399,0.5084,5261.63,0.067041,AUD0008,Mailchimp
CAM0289,13-03-2024,80206,75231,10293,13.68,13305,7502,9.97,17.69,4975,6.2028,1353,1.7985,771,1.0248,457,0.6075,424.02,0.005636,AUD0160,Salesforce
CAM0280,01-12-2024,57396,51536,16600,32.21,2086,872,1.69,4.05,5860,10.2098,901,1.7483,313,0.6073,1157,2.245,18107.24,0.351351,AUD0167,Mailchimp
CAM0238,30-05-2024,26331,22270,6254,28.08,3547,1487,6.68,15.93,4061,15.4229,347,1.5581,34,0.1527,116,0.5209,249.31,0.011195,AUD0218,Sendgrid
CAM0258,31-08-2024,112908,104548,16899,16.16,5314,2569,2.46,5.08,8360,7.4043,849,0.8121,1462,1.3984,3413,3.2645,47276.59,0.4522,AUD0162,HubSpot
CAM0034,15-08-2024,59843,50153,6044,12.05,4106,2935,5.85,8.19,9690,16.1924,809,1.6131,390,0.7776,271,0.5403,5229.46,0.10427,AUD0169,Mailchimp
CAM0167,06-08-2024,54614,51458,19013,36.95,3458,1577,3.06,6.72,3156,5.7787,701,1.3623,487,0.9464,277,0.5383,4273.1,0.083041,AUD0075,Klaviyo
CAM0024,22-10-2024,9223,8915,1751,19.64,414,183,2.05,4.64,308,3.3395,127,1.4246,11,0.1234,361,4.0494,1080.46,0.121196,AUD0034,Sendgrid
CAM0086,26-08-2024,114716,109935,13723,12.48,6906,6895,6.27,6.28,4781,4.1677,2770,2.5197,1638,1.49,646,0.5876,9647.68,0.087758,AUD0012,Salesforce
CAM0217,09-11-2024,9694,8798,5150,58.54,1524,638,7.25,17.32,896,9.2428,180,2.0459,28,0.3183,392,4.4556,5560.01,0.631963,AUD0134,Sendgrid
CAM0216,27-06-2024,45112,36019,5903,16.39,4899,2047,5.68,13.6,9093,20.1565,616,1.7102,43,0.1194,1387,3.8507,14267.55,0.396112,AUD0126,Mailchimp
CAM0239,01-08-2024,15155,14776,5152,34.87,379,190,1.29,2.56,379,2.5008,436,2.9507,178,1.2047,579,3.9185,9883.32,0.668877,AUD0057,HubSpot
CAM0089,15-06-2024,43275,39404,13616,34.55,1119,733,1.86,2.84,3871,8.9451,632,1.6039,127,0.3223,159,0.4035,3018.55,0.076605,AUD0003,Mailchimp
CAM0207,12-03-2024,55816,52124,15267,29.29,5126,4534,8.7,9.83,3692,6.6146,1465,2.8106,94,0.1803,211,0.4048,2262.66,0.043409,AUD0014,Sendgrid
CAM0224,30-12-2024,80655,64685,12381,19.14,13368,5935,9.18,20.67,15970,19.8004,1161,1.7949,596,0.9214,348,0.538,3442.7,0.053223,AUD0243,Mailchimp
CAM0280,05-11-2024,20719,18860,9182,48.69,2096,1505,7.98,11.11,1859,8.9724,283,1.5005,88,0.4666,664,3.5207,9293.83,0.49278,AUD0164,Mailchimp
CAM0224,12-04-2024,3968,3465,1118,32.27,179,128,3.69,5.17,503,12.6764,75,2.1645,41,1.1833,16,0.4618,319.08,0.092087,AUD0046,Mailchimp
CAM0062,22-03-2024,13679,10716,4392,40.99,2372,1004,9.37,22.14,2963,21.6609,296,2.7622,71,0.6626,41,0.3826,293.96,0.027432,AUD0024,HubSpot
CAM0269,22-06-2024,27837,27397,13328,48.65,4173,1791,6.54,15.23,440,1.5806,443,1.617,60,0.219,861,3.1427,10099.61,0.368639,AUD0144,Mailchimp
CAM0054,16-12-2024,110947,91995,53685,58.36,2119,851,0.93,2.3,18952,17.082,2446,2.6588,633,0.6881,595,0.6468,9839.32,0.106955,AUD0067,Klaviyo
CAM0152,06-12-2024,2454,2185,295,13.5,234,148,6.77,10.71,269,10.9617,56,2.5629,27,1.2357,14,0.6407,230.31,0.105405,AUD0027,Salesforce
CAM0219,31-01-2024,34118,28559,5708,19.99,4048,1681,5.89,14.17,5559,16.2935,411,1.4391,52,0.1821,132,0.4622,380.5,0.013323,AUD0068,HubSpot
CAM0299,31-07-2024,47215,38149,16561,43.41,2567,1133,2.97,6.73,9066,19.2015,207,0.5426,516,1.3526,1267,3.3212,22245.62,0.583125,AUD0241,HubSpot
CAM0186,07-09-2024,7330,7126,2211,31.03,78,69,0.97,1.09,204,2.7831,62,0.8701,52,0.7297,25,0.3508,41.63,0.005842,AUD0002,Klaviyo
CAM0095,02-12-2024,12578,9939,1955,19.67,738,278,2.8,7.43,2639,20.9811,69,0.6942,12,0.1207,56,0.5634,518.44,0.052162,AUD0250,HubSpot
CAM0286,30-03-2024,80047,70489,14940,21.19,2772,2060,2.92,3.93,9558,11.9405,1741,2.4699,675,0.9576,347,0.4923,4256.68,0.060388,AUD0015,HubSpot
CAM0076,26-05-2024,13020,12073,5076,42.04,822,408,3.38,6.81,947,7.2734,78,0.6461,79,0.6544,48,0.3976,502.55,0.041626,AUD0086,HubSpot
CAM0198,24-12-2024,97283,81092,15878,19.58,12459,6707,8.27,15.36,16191,16.6432,1198,1.4773,179,0.2207,1905,2.3492,19084.57,0.235345,AUD0210,Klaviyo
CAM0246,20-06-2024,54253,48781,10256,21.02,6866,4741,9.72,14.08,5472,10.0861,832,1.7056,558,1.1439,1442,2.9561,20626.09,0.42283,AUD0034,Mailchimp
CAM0077,25-06-2024,14131,11818,5039,42.64,1927,802,6.79,16.31,2313,16.3683,195,1.65,79,0.6685,69,0.5839,521.06,0.04409,AUD0057,Mailchimp
CAM0150,20-02-2024,6971,6059,781,12.89,993,354,5.84,16.39,912,13.0828,152,2.5087,9,0.1485,32,0.5281,489.73,0.080827,AUD0134,HubSpot
CAM0065,16-02-2024,3166,2965,905,30.52,361,279,9.41,12.18,201,6.3487,12,0.4047,28,0.9444,81,2.7319,135.62,0.04574,AUD0177,HubSpot
CAM0169,14-10-2024,9281,8175,1111,13.59,853,306,3.74,10.43,1106,11.9168,87,1.0642,29,0.3547,335,4.0979,6225.13,0.761484,AUD0090,Klaviyo
CAM0070,17-10-2024,44742,36320,19272,53.06,5288,2642,7.27,14.56,8422,18.8235,409,1.1261,519,1.429,130,0.3579,227.31,0.006259,AUD0135,Sendgrid
CAM0162,07-04-2024,2831,2608,289,11.08,438,219,8.4,16.79,223,7.8771,20,0.7669,30,1.1503,17,0.6518,307.81,0.118025,AUD0236,Klaviyo
CAM0006,08-05-2024,3591,3261,1050,32.2,60,43,1.32,1.84,330,9.1896,65,1.9933,7,0.2147,146,4.4772,2911.54,0.892837,AUD0068,Mailchimp
CAM0172,27-07-2024,54782,51875,23116,44.56,490,277,0.53,0.94,2907,5.3065,1028,1.9817,201,0.3875,1781,3.4333,15324.1,0.295404,AUD0059,Mailchimp
CAM0040,02-12-2024,6079,5494,1274,23.19,827,354,6.44,15.05,585,9.6233,147,2.6756,0,0,240,4.3684,3773.91,0.686915,AUD0027,Klaviyo
CAM0271,04-06-2024,30748,25080,8653,34.5,2866,966,3.85,11.43,5668,18.4337,437,1.7424,334,1.3317,809,3.2257,11881.86,0.473758,AUD0011,Klaviyo
CAM0285,03-02-2024,34829,32582,8328,25.56,3798,2666,8.18,11.66,2247,6.4515,826,2.5351,132,0.4051,134,0.4113,429.63,0.013186,AUD0021,HubSpot
CAM0089,14-05-2024,7110,5976,491,8.22,886,347,5.81,14.83,1134,15.9494,5,0.0837,59,0.9873,33,0.5522,583.09,0.097572,AUD0168,Mailchimp
CAM0237,08-01-2024,1257,1177,549,46.64,28,15,1.27,2.38,80,6.3644,15,1.2744,16,1.3594,8,0.6797,65.23,0.055421,AUD0163,Mailchimp
CAM0073,07-01-2024,653,647,53,8.19,26,9,1.39,4.02,6,0.9188,11,1.7002,6,0.9274,14,2.1638,151.3,0.233849,AUD0044,Sendgrid
CAM0111,16-09-2024,21905,17575,7857,44.71,525,310,1.76,2.99,4330,19.7672,102,0.5804,233,1.3257,125,0.7112,378.43,0.021532,AUD0059,HubSpot
CAM0188,12-06-2024,19725,19372,2294,11.84,1457,495,2.56,7.52,353,1.7896,325,1.6777,73,0.3768,103,0.5317,325.27,0.016791,AUD0232,Mailchimp
CAM0178,24-01-2024,44683,37914,16900,44.57,11259,3784,9.98,29.7,6769,15.1489,647,1.7065,241,0.6356,218,0.575,3132,0.082608,AUD0029,HubSpot
CAM0089,09-05-2024,48302,38240,21716,56.79,5503,3222,8.43,14.39,10062,20.8314,605,1.5821,301,0.7871,278,0.727,147.51,0.003857,AUD0009,Mailchimp
CAM0007,02-05-2024,7682,6000,1353,22.55,516,254,4.23,8.6,1682,21.8953,66,1.1,13,0.2167,26,0.4333,412.42,0.068737,AUD0227,Sendgrid
CAM0035,08-06-2024,11619,9199,2740,29.79,526,184,2,5.72,2420,20.828,221,2.4024,118,1.2827,58,0.6305,386.95,0.042064,AUD0109,Sendgrid
CAM0231,13-07-2024,6563,6134,2340,38.15,299,274,4.47,4.87,429,6.5366,27,0.4402,48,0.7825,37,0.6032,309.89,0.05052,AUD0008,Mailchimp
CAM0062,20-11-2024,91648,78344,44867,57.27,5689,3000,3.83,7.26,13304,14.5164,2182,2.7852,117,0.1493,288,0.3676,2861.12,0.03652,AUD0239,HubSpot
CAM0212,26-03-2024,539,504,78,15.48,76,30,5.95,15.08,35,6.4935,9,1.7857,3,0.5952,3,0.5952,17.06,0.033849,AUD0004,Klaviyo
CAM0205,27-10-2024,35371,32140,14909,46.39,2138,1078,3.35,6.65,3231,9.1346,483,1.5028,283,0.8805,213,0.6627,677.27,0.021072,AUD0028,Sendgrid
CAM0295,08-06-2024,20118,17655,8474,48,421,341,1.93,2.38,2463,12.2428,358,2.0278,182,1.0309,482,2.7301,5148.44,0.291614,AUD0171,HubSpot
CAM0112,10-08-2024,3789,3646,1058,29.02,551,254,6.97,15.11,143,3.7741,15,0.4114,26,0.7131,107,2.9347,835.25,0.229087,AUD0222,Klaviyo
CAM0063,12-12-2024,29978,27543,15518,56.34,1043,413,1.5,3.79,2435,8.1226,81,0.2941,327,1.1872,109,0.3957,1036.62,0.037636,AUD0120,HubSpot
CAM0127,21-02-2024,39738,32299,16411,50.81,1039,437,1.35,3.22,7439,18.7201,514,1.5914,77,0.2384,207,0.6409,2621.22,0.081155,AUD0179,HubSpot
CAM0054,16-01-2024,6951,6499,1655,25.47,533,349,5.37,8.2,452,6.5027,60,0.9232,26,0.4001,38,0.5847,641.86,0.098763,AUD0019,Klaviyo
CAM0200,18-08-2024,1017,854,304,35.6,54,19,2.22,6.32,163,16.0275,24,2.8103,10,1.171,27,3.1616,139.7,0.163583,AUD0165,Sendgrid
CAM0204,07-04-2024,46255,43501,18540,42.62,918,539,1.24,2.11,2754,5.954,862,1.9816,115,0.2644,1656,3.8068,5896.21,0.135542,AUD0183,Sendgrid
CAM0193,20-08-2024,83034,80443,37471,46.58,6477,3169,3.94,8.05,2591,3.1204,1377,1.7118,217,0.2698,2076,2.5807,18069.54,0.224625,AUD0012,HubSpot
CAM0068,10-11-2024,30452,28387,5425,19.11,444,387,1.36,1.56,2065,6.7812,651,2.2933,206,0.7257,93,0.3276,1587.41,0.05592,AUD0182,Salesforce
CAM0226,07-08-2024,65363,63197,26651,42.17,3727,1744,2.76,5.9,2166,3.3138,446,0.7057,607,0.9605,1282,2.0286,22962.07,0.363341,AUD0159,Salesforce
CAM0040,27-12-2024,21861,17129,7433,43.39,695,257,1.5,4.06,4732,21.6459,330,1.9266,118,0.6889,509,2.9716,2582.6,0.150774,AUD0164,Klaviyo
CAM0169,05-08-2024,66787,57464,17332,30.16,1272,887,1.54,2.21,9323,13.9593,1503,2.6156,45,0.0783,1710,2.9758,33272.51,0.579015,AUD0237,Klaviyo
CAM0212,24-09-2024,104206,103414,61799,59.76,2442,2022,1.96,2.36,792,0.76,441,0.4264,54,0.0522,513,0.4961,2608.9,0.025228,AUD0083,Klaviyo
CAM0287,29-03-2024,97524,85238,46966,55.1,15082,5181,6.08,17.69,12286,12.5979,2484,2.9142,799,0.9374,2715,3.1852,50443.29,0.591793,AUD0239,Klaviyo
CAM0259,11-10-2024,68672,63834,14970,23.45,9528,6182,9.68,14.93,4838,7.0451,267,0.4183,407,0.6376,1197,1.8752,14371.56,0.22514,AUD0217,Mailchimp
CAM0106,17-02-2024,66798,61349,29681,48.38,11101,5418,8.83,18.09,5449,8.1574,454,0.74,64,0.1043,314,0.5118,5452.18,0.088872,AUD0159,Mailchimp
